0.0,1,0,2
0.0,1,1,3
0.0,1,0,0
0.04032258064516129,5,1,3
0.08064516129032258,9,1,3
0.12096774193548387,13,1,3
0.24193548387096775,25,1,3
0.28225806451612906,29,1,3
0.31451612903225806,1,0,2
0.31451612903225806,1,1,3
0.31451612903225806,1,0,0
0.3548387096774194,5,1,0
0.3548387096774194,5,1,1
0.3548387096774194,5,1,2
0.3548387096774194,5,1,3
0.3951612903225806,9,1,0
0.3951612903225806,9,1,1
0.3951612903225806,9,1,2
0.3951612903225806,9,1,3
0.43548387096774194,13,1,2
0.43548387096774194,13,1,3
0.47580645161290325,17,1,2
0.47580645161290325,17,1,3
0.4838709677419355,49,1,3
0.5161290322580645,21,1,2
0.5161290322580645,21,1,3
0.5241935483870968,53,1,2
0.5241935483870968,53,1,3
0.5564516129032258,25,1,2
0.5564516129032258,25,1,3
0.5645161290322581,57,1,2
0.5645161290322581,57,1,3
0.5967741935483871,29,1,2
0.5967741935483871,29,1,3
0.6048387096774194,61,1,2
0.6048387096774194,61,1,3
0.6290322580645161,1,0,2
0.6290322580645161,1,1,3
0.6290322580645161,1,0,0
0.6370967741935484,33,1,2
0.6370967741935484,33,1,3
0.6451612903225806,65,1,3
0.6693548387096774,5,1,2
0.6693548387096774,5,1,1
0.6693548387096774,5,0,3
0.6693548387096774,5,0,2
0.6693548387096774,5,1,0
0.6693548387096774,5,1,3
0.6774193548387096,37,1,2
0.6774193548387096,37,1,3
0.7096774193548387,9,1,0
0.7096774193548387,9,1,1
0.7096774193548387,9,1,2
0.7096774193548387,9,1,3
0.717741935483871,41,1,2
0.717741935483871,41,1,3
0.75,13,1,0
0.75,13,1,1
0.75,13,1,2
0.75,13,1,3
0.7580645161290323,45,1,2
0.7580645161290323,45,1,3
0.7903225806451613,17,1,0
0.7903225806451613,17,1,1
0.7903225806451613,17,1,2
0.7903225806451613,17,1,3
0.7983870967741935,49,1,2
0.7983870967741935,49,1,3
0.8306451612903226,21,0,2
0.8306451612903226,21,1,2
0.8306451612903226,21,1,3
0.8306451612903226,21,0,3
0.8387096774193549,53,1,2
0.8387096774193549,53,1,3
0.8709677419354839,25,1,2
0.8709677419354839,25,1,3
0.8709677419354839,25,0,3
0.8790322580645161,57,1,2
0.8790322580645161,57,1,3
0.9112903225806451,29,1,2
0.9112903225806451,29,1,3
0.9193548387096774,61,1,2
0.9193548387096774,61,1,3
0.9435483870967742,1,0,2
0.9435483870967742,1,1,3
0.9435483870967742,1,0,0
0.9516129032258065,33,1,2
0.9516129032258065,33,1,3
0.9596774193548387,65,1,3
0.9838709677419355,5,0,1
0.9838709677419355,5,1,2
0.9838709677419355,5,0,0
0.9838709677419355,5,1,1
0.9838709677419355,5,0,3
0.9838709677419355,5,0,2
0.9838709677419355,5,1,0
0.9838709677419355,5,1,3
0.9919354838709677,37,1,2
0.9919354838709677,37,1,3
1.0,69,0,1
